VarName1,Kingdom,Phylum,Class,Order,Family,Genus,Species
27445,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27446,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27447,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
27448,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27449,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
2745,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
27451,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27452,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
27454,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27455,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27456,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27457,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27458,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27460,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ge,
27464,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
27468,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27469,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27471,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27474,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_6,
27476,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,
27480,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Schwartzia,
2749,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,
27493,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<undefined>,
27494,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27496,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,<undefined>,
27497,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
27498,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27500,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27502,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27503,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,
27504,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,
27505,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,<undefined>,<undefined>,
27507,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-006,
27509,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27510,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27512,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27518,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2752,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,
27527,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured,
27530,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27532,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27537,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27538,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27539,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
2754,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27545,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Oscillospirales_ge,
27546,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27556,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27558,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
2756,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27562,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,
27563,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
27564,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27565,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27566,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
2757,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27570,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27571,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
27573,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27575,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27576,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27577,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27578,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
27579,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27582,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27584,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27586,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,<undefined>,
27588,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
27589,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27592,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27595,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
27596,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27598,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured_ge,
276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27601,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
27602,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,
27604,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27605,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27609,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2761,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27610,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27611,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
27613,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27616,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,
27617,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
27619,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
2762,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
27620,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27622,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27624,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
27626,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
2763,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
27630,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
27631,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
27632,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27634,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27636,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27638,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27640,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27642,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
27643,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27644,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
27648,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
2765,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Saccharofermentans,
27656,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27658,Bacteria,Actinobacteriota,<undefined>,<undefined>,<undefined>,<undefined>,
27661,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27662,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27664,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
27667,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2767,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27671,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<undefined>,
27675,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27676,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27677,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27683,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27684,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27686,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27689,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2769,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27692,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27695,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27698,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
277,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella,
2770,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
27700,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,
27701,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27703,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
27704,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27705,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
27710,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27711,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
27713,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
27717,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27722,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5_gut_group,
27724,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27726,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27727,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27728,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,
27730,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27736,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,<undefined>,
27737,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
2774,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
27751,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
27753,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
27754,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27755,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
27756,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
27758,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27761,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
27765,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,
27768,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,
27776,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group_ge,
27777,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27779,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
27785,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27786,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27794,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
27796,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
27798,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
278,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ge,
2780,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27802,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27803,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
27806,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27816,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27817,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,<undefined>,<undefined>,
27820,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,<undefined>,
27821,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27822,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27824,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,
27828,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27829,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2783,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-001,
27831,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27832,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27836,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
27839,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27841,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
27843,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
27844,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27847,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2785,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
27852,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27854,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
27855,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27859,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
27862,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
27865,Bacteria,Firmicutes,Negativicutes,<undefined>,<undefined>,<undefined>,
27866,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,
27868,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
27869,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27871,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
27872,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
27879,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
2788,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
27883,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,
27884,Bacteria,Spirochaetota,<undefined>,<undefined>,<undefined>,<undefined>,
27887,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
27888,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2789,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,
27891,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2790,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27900,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27904,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27906,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,<undefined>,<undefined>,
27907,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,<undefined>,
27909,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2791,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,
27910,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27916,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27921,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
27922,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
27923,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27924,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
2793,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
27934,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27935,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27937,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
27938,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010_ge,
27939,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27941,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
27947,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,
27949,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27954,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
27955,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
27956,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
27963,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27964,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27966,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,
27967,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
27968,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27969,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,
27970,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27971,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<undefined>,
27973,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27975,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
27976,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2798,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
27986,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
27987,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
27992,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27993,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
27994,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
27995,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
27998,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,manihotivorans
28,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
280,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
28003,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
28004,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
28006,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
28007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28010,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
28011,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
28013,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
28014,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
28015,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
28018,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28019,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Oscillospirales_ge,
28024,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
28026,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
28027,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
28028,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
28031,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
28032,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
28033,Bacteria,Actinobacteriota,<undefined>,<undefined>,<undefined>,<undefined>,
28036,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<undefined>,
28041,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
28042,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
28043,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Helcococcus,
28045,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
28046,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28049,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
2805,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
28050,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
28054,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,
28057,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28058,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
28059,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28061,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
28062,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28063,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28069,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
28071,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
28072,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
28074,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
28075,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
